instance      b1  b2  rep value     t       it        
bqp250-1      2   18  16  -45579    16.34   55026     
bqp250-1      2   18  17  -45517    18.05   54197     
bqp250-1      2   18  18  -45607    15.87   53387     
bqp250-1      2   18  19  -45540    17.51   57605     
bqp250-1      2   18  20  -45499    16.51   54892     
bqp250-1      2   18  21  -45583    16.36   54068     
bqp250-1      2   18  22  -45540    16.40   54888     
bqp250-1      2   18  23  -45474    16.79   55108     
bqp250-1      2   18  24  -45415    15.97   53970     
bqp250-1      2   18  25  -45458    17.63   62146     
bqp250-1      2   18  26  -45469    16.10   56560     
bqp250-1      2   18  27  -45563    15.37   54567     
bqp250-1      2   18  28  -45567    15.59   55021     
bqp250-1      2   18  29  -45408    15.67   54349     
bqp250-1      2   18  30  -45365    15.63   54877     
bqp250-1      4   16  1   -45539    29.01   103711    
bqp250-1      4   16  2   -45505    29.09   103560    
bqp250-1      4   16  3   -45567    29.24   103596    
bqp250-1      4   16  4   -45573    30.70   107384    
bqp250-1      4   16  5   -45579    33.77   117657    
bqp250-1      4   16  6   -45583    29.00   103175    
bqp250-1      4   16  7   -45391    28.61   102799    
bqp250-1      4   16  8   -45508    28.91   103517    
bqp250-1      4   16  9   -45579    34.94   117293    
bqp250-1      4   16  10  -45579    35.43   120024    
bqp250-1      4   16  11  -45505    31.19   106316    
bqp250-1      4   16  12  -45543    32.16   109399    
bqp250-1      4   16  13  -45565    30.55   104608    
bqp250-1      4   16  14  -45508    31.38   104976    
bqp250-1      4   16  15  -45540    31.90   106295    
bqp250-1      4   16  16  -45579    29.85   104027    
bqp250-1      4   16  17  -45583    31.34   111988    
bqp250-1      4   16  18  -45579    35.56   129055    
bqp250-1      4   16  19  -45573    28.94   98890     
bqp250-1      4   16  20  -45540    29.86   108559    
bqp250-1      4   16  21  -45607    30.00   107215    
bqp250-1      4   16  22  -45567    30.43   105467    
bqp250-1      4   16  23  -45221    35.25   103508    
bqp250-1      4   16  24  -45470    44.16   105064    
bqp250-1      4   16  25  -45455    60.81   104183    
bqp250-1      4   16  26  -45579    82.52   108809    
bqp250-1      4   16  27  -45426    87.36   107992    
bqp250-1      4   16  28  -45458    101.63  102909    
bqp250-1      4   16  29  -45563    106.17  106458    
bqp250-1      4   16  30  -45536    102.36  103122    
bqp250-1      6   14  1   -45505    146.51  148792    
bqp250-1      6   14  2   -45521    146.56  144318    
bqp250-1      6   14  3   -45563    159.18  148847    
bqp250-1      6   14  4   -45543    138.34  145992    
bqp250-1      6   14  5   -45536    146.58  148044    
bqp250-1      6   14  6   -45579    139.90  142579    
bqp250-1      6   14  7   -45579    161.53  162335    
bqp250-1      6   14  8   -45579    147.65  161586    
bqp250-1      6   14  9   -45579    145.59  150771    
bqp250-1      6   14  10  -45567    144.33  146823    
bqp250-1      6   14  11  -45508    135.84  142902    
bqp250-1      6   14  12  -45508    141.97  140639    
bqp250-1      6   14  13  -45583    135.48  149168    
bqp250-1      6   14  14  -45579    135.33  160105    
bqp250-1      6   14  15  -45607    138.76  151738    
bqp250-1      6   14  16  -45563    129.25  150767    
bqp250-1      6   14  17  -45579    133.11  151690    
bqp250-1      6   14  18  -45559    163.28  179834    
bqp250-1      6   14  19  -45470    127.59  142939    
bqp250-1      6   14  20  -45579    139.95  155505    
bqp250-1      6   14  21  -45567    141.17  167189    
bqp250-1      6   14  22  -45583    166.62  181557    
bqp250-1      6   14  23  -45579    154.10  185492    
bqp250-1      6   14  24  -45539    126.42  152689    
bqp250-1      6   14  25  -45421    122.66  143710    
bqp250-1      6   14  26  -45495    122.33  150866    
bqp250-1      6   14  27  -45430    119.40  143549    
bqp250-1      6   14  28  -45565    142.22  157714    
bqp250-1      6   14  29  -45579    124.10  147991    
bqp250-1      6   14  30  -45607    124.28  146167    
bqp250-1      8   12  1   -45579    215.28  243927    
bqp250-1      8   12  2   -45579    193.10  230402    
bqp250-1      8   12  3   -45523    154.21  173454    
bqp250-1      8   12  4   -45607    151.69  179208    
bqp250-1      8   12  5   -45579    151.88  178879    
bqp250-1      8   12  6   -45607    204.70  233094    
bqp250-1      8   12  7   -45607    210.59  253008    
bqp250-1      8   12  8   -45607    174.16  199372    
bqp250-1      8   12  9   -45579    155.64  176908    
bqp250-1      8   12  10  -45583    163.05  193110    
bqp250-1      8   12  11  -45579    156.67  186764    
bqp250-1      8   12  12  -45470    146.47  177194    
bqp250-1      8   12  13  -45607    192.81  223927    
bqp250-1      8   12  14  -45536    160.86  185045    
bqp250-1      8   12  15  -45579    160.92  181976    
bqp250-1      8   12  16  -45579    148.92  176690    
bqp250-1      8   12  17  -45583    165.12  184554    
bqp250-1      8   12  18  -45579    151.64  185630    
bqp250-1      8   12  19  -45579    208.77  245774    
bqp250-1      8   12  20  -45573    158.22  182880    
bqp250-1      8   12  21  -45583    170.34  202166    
bqp250-1      8   12  22  -45573    157.35  173198    
bqp250-1      8   12  23  -45607    158.00  180128    
bqp250-1      8   12  24  -45565    172.37  186697    
bqp250-1      8   12  25  -45579    162.34  185362    
bqp250-1      8   12  26  -45563    149.24  175426    
bqp250-1      8   12  27  -45579    158.93  177617    
bqp250-1      8   12  28  -45540    181.66  210220    
bqp250-1      8   12  29  -45573    157.77  183996    
bqp250-1      8   12  30  -45470    181.59  203286    
bqp250-1      10  10  1   -45579    186.19  202330    
bqp250-1      10  10  2   -45583    206.72  221012    
bqp250-1      10  10  3   -45579    204.05  222282    
bqp250-1      10  10  4   -45573    168.34  199340    
bqp250-1      10  10  5   -45579    167.19  196182    
bqp250-1      10  10  6   -45563    170.49  195881    
bqp250-1      10  10  7   -45579    162.50  179218    
bqp250-1      10  10  8   -45607    154.42  178208    
bqp250-1      10  10  9   -45583    162.54  200039    
bqp250-1      10  10  10  -45565    161.31  197385    
bqp250-1      10  10  11  -45551    158.18  187513    
bqp250-1      10  10  12  -45543    162.25  190718    
bqp250-1      10  10  13  -45607    170.78  199755    
bqp250-1      10  10  14  -45583    195.21  226439    
bqp250-1      10  10  15  -45579    207.67  213152    
bqp250-1      10  10  16  -45540    172.65  193968    
bqp250-1      10  10  17  -45583    164.38  193873    
bqp250-1      10  10  18  -45579    200.70  228997    
bqp250-1      10  10  19  -45583    176.84  204822    
bqp250-1      10  10  20  -45607    213.35  222318    
bqp250-1      10  10  21  -45607    174.49  198523    
bqp250-1      10  10  22  -45565    185.30  212739    
bqp250-1      10  10  23  -45583    173.04  205637    
bqp250-1      10  10  24  -45573    181.50  199963    
bqp250-1      10  10  25  -45579    159.46  179274    
bqp250-1      10  10  26  -45607    205.14  213758    
bqp250-1      10  10  27  -45583    204.15  217191    
bqp250-1      10  10  28  -45579    195.83  210939    
bqp250-1      10  10  29  -45579    168.91  182946    
bqp250-1      10  10  30  -45579    216.96  241143    
bqp250-1      12  8   1   -45579    146.08  162587    
bqp250-1      12  8   2   -45573    161.92  188580    
bqp250-1      12  8   3   -45579    172.18  164989    
bqp250-1      12  8   4   -45607    211.58  241828    
bqp250-1      12  8   5   -45579    154.52  175174    
bqp250-1      12  8   6   -45607    152.81  168402    
bqp250-1      12  8   7   -45579    164.98  191869    
bqp250-1      12  8   8   -45583    161.08  187910    
bqp250-1      12  8   9   -45607    211.56  205914    
bqp250-1      12  8   10  -45607    163.64  189779    
bqp250-1      12  8   11  -45607    191.15  213564    
bqp250-1      12  8   12  -45607    194.95  204149    
bqp250-1      12  8   13  -45579    208.24  208390    
bqp250-1      12  8   14  -45607    191.86  198509    
bqp250-1      12  8   15  -45607    227.61  237282    
bqp250-1      12  8   16  -45607    177.00  200915    
bqp250-1      12  8   17  -45579    197.91  201234    
bqp250-1      12  8   18  -45607    200.17  196883    
bqp250-1      12  8   19  -45565    228.10  249875    
bqp250-1      12  8   20  -45607    214.60  210002    
bqp250-1      12  8   21  -45607    215.41  230011    
bqp250-1      12  8   22  -45607    225.34  215542    
bqp250-1      12  8   23  -45607    173.69  186014    
bqp250-1      12  8   24  -45607    202.64  213969    
bqp250-1      12  8   25  -45579    157.43  185487    
bqp250-1      12  8   26  -45579    162.06  182363    
bqp250-1      12  8   27  -45579    191.37  222901    
bqp250-1      12  8   28  -45607    176.10  200357    
bqp250-1      12  8   29  -45565    200.43  215755    
bqp250-1      12  8   30  -45607    211.42  217281    
bqp250-1      14  6   1   -45579    164.02  189161    
bqp250-1      14  6   2   -45607    181.08  177832    
bqp250-1      14  6   3   -45579    161.02  177384    
bqp250-1      14  6   4   -45579    184.02  198977    
bqp250-1      14  6   5   -45607    139.94  150222    
bqp250-1      14  6   6   -45607    211.87  225015    
bqp250-1      14  6   7   -45607    157.40  169916    
bqp250-1      14  6   8   -45583    160.10  174194    
bqp250-1      14  6   9   -45607    138.68  159632    
bqp250-1      14  6   10  -45579    162.26  170861    
bqp250-1      14  6   11  -45607    161.13  185090    
bqp250-1      14  6   12  -45607    190.58  191032    
bqp250-1      14  6   13  -45607    164.22  166179    
bqp250-1      14  6   14  -45579    178.16  188133    
bqp250-1      14  6   15  -45607    199.53  206447    
bqp250-1      14  6   16  -45607    158.19  182547    
bqp250-1      14  6   17  -45583    173.96  177934    
bqp250-1      14  6   18  -45583    157.14  151507    
bqp250-1      14  6   19  -45579    153.66  170782    
bqp250-1      14  6   20  -45579    157.46  172186    
bqp250-1      14  6   21  -45579    149.94  173408    
bqp250-1      14  6   22  -45607    163.38  165958    
bqp250-1      14  6   23  -45607    150.48  173999    
bqp250-1      14  6   24  -45607    157.16  169693    
bqp250-1      14  6   25  -45579    158.31  166594    
bqp250-1      14  6   26  -45607    172.34  177096    
bqp250-1      14  6   27  -45583    142.80  156725    
bqp250-1      14  6   28  -45579    161.91  177145    
bqp250-1      14  6   29  -45607    153.49  178252    
bqp250-1      14  6   30  -45607    182.40  170471    
bqp250-1      16  4   1   -45579    149.78  164727    
bqp250-1      16  4   2   -45607    142.17  135500    
bqp250-1      16  4   3   -45565    124.74  113881    
bqp250-1      16  4   4   -45551    120.09  120265    
bqp250-1      16  4   5   -45607    125.12  130401    
bqp250-1      16  4   6   -45607    107.88  115932    
bqp250-1      16  4   7   -45607    135.20  132758    
bqp250-1      16  4   8   -45579    122.47  137147    
bqp250-1      16  4   9   -45607    137.12  152923    
bqp250-1      16  4   10  -45607    105.39  113682    
bqp250-1      16  4   11  -45607    113.29  124277    
bqp250-1      16  4   12  -45583    132.65  132728    
bqp250-1      16  4   13  -45607    127.70  143771    
bqp250-1      16  4   14  -45579    101.41  113066    
bqp250-1      16  4   15  -45579    117.96  142569    
bqp250-1      16  4   16  -45607    119.20  122265    
bqp250-1      16  4   17  -45579    165.00  186744    
bqp250-1      16  4   18  -45583    108.66  115398    
bqp250-1      16  4   19  -45583    158.96  153635    
bqp250-1      16  4   20  -45579    119.19  126843    
bqp250-1      16  4   21  -45607    145.40  142503    
bqp250-1      16  4   22  -45607    141.15  141640    
bqp250-1      16  4   23  -45607    145.89  131210    
bqp250-1      16  4   24  -45607    118.03  117834    
bqp250-1      16  4   25  -45579    130.13  122183    
bqp250-1      16  4   26  -45579    137.53  156732    
bqp250-1      16  4   27  -45607    169.31  170775    
bqp250-1      16  4   28  -45607    161.23  147858    
bqp250-1      16  4   29  -45579    122.74  124397    
bqp250-1      16  4   30  -45579    119.22  136310    
bqp250-1      18  2   1   -45583    72.13   73610     
bqp250-1      18  2   2   -45579    94.53   88761     
bqp250-1      18  2   3   -45607    88.84   87004     
bqp250-1      18  2   4   -45579    72.16   72881     
bqp250-1      18  2   5   -45607    74.81   64611     
bqp250-1      18  2   6   -45579    78.28   83553     
bqp250-1      18  2   7   -45607    66.04   72527     
bqp250-1      18  2   8   -45607    98.83   97218     
bqp250-1      18  2   9   -45579    93.29   79997     
bqp250-1      18  2   10  -45579    95.95   75414     
bqp250-1      18  2   11  -45607    66.05   71514     
bqp250-1      18  2   12  -45607    75.67   83318     
bqp250-1      18  2   13  -45579    63.39   67728     
bqp250-1      18  2   14  -45567    83.23   77793     
bqp250-1      18  2   15  -45567    79.52   86804     
bqp250-1      18  2   16  -45583    79.92   75344     
bqp250-1      18  2   17  -45607    70.92   69312     
bqp250-1      18  2   18  -45579    91.79   85320     
bqp250-1      18  2   19  -45579    89.12   104639    
bqp250-1      18  2   20  -45607    88.70   87021     
bqp250-1      18  2   21  -45579    113.04  102708    
bqp250-1      18  2   22  -45579    74.35   85115     
bqp250-1      18  2   23  -45474    99.57   72727     
bqp250-1      18  2   24  -45579    78.84   78246     
bqp250-1      18  2   25  -45583    68.06   73396     
bqp250-1      18  2   26  -45583    108.28  104681    
bqp250-1      18  2   27  -45559    86.23   71436     
bqp250-1      18  2   28  -45607    112.06  103161    
bqp250-1      18  2   29  -45607    81.20   85220     
bqp250-1      18  2   30  -45607    61.06   67109     
bqp500-1      2   18  1   -115638   70.59   127065    
bqp500-1      2   18  2   -114969   65.67   112654    
bqp500-1      2   18  3   -115503   66.90   112596    
bqp500-1      2   18  4   -114935   67.72   112702    
bqp500-1      2   18  5   -115683   71.10   121466    
bqp500-1      2   18  6   -116049   67.22   114077    
bqp500-1      2   18  7   -115447   63.85   110640    
bqp500-1      2   18  8   -114762   62.72   112420    
bqp500-1      2   18  9   -116039   63.44   113406    
bqp500-1      2   18  10  -115677   64.28   113164    
bqp500-1      2   18  11  -114858   62.73   110554    
bqp500-1      2   18  12  -114590   61.80   111314    
bqp500-1      2   18  13  -115481   71.01   122187    
bqp500-1      2   18  14  -115126   66.53   113673    
bqp500-1      2   18  15  -115159   70.64   120652    
bqp500-1      2   18  16  -114828   63.40   109699    
bqp500-1      2   18  17  -115230   66.42   120241    
bqp500-1      2   18  18  -115239   65.80   118120    
bqp500-1      2   18  19  -115099   67.19   112575    
bqp500-1      2   18  20  -115569   93.04   112831    
bqp500-1      2   18  21  -115440   180.59  111512    
bqp500-1      2   18  22  -115486   224.22  118483    
bqp500-1      2   18  23  -116314   250.58  124006    
bqp500-1      2   18  24  -115248   266.78  126953    
bqp500-1      2   18  25  -115087   230.38  113986    
bqp500-1      2   18  26  -115378   212.06  114091    
bqp500-1      2   18  27  -114936   219.78  114531    
bqp500-1      2   18  28  -115086   219.14  112071    
bqp500-1      2   18  29  -114942   244.05  124348    
bqp500-1      2   18  30  -115966   230.05  118704    
bqp500-1      4   16  1   -115184   304.26  189134    
bqp500-1      4   16  2   -115398   313.28  189391    
bqp500-1      4   16  3   -115940   308.77  194672    
bqp500-1      4   16  4   -115199   311.91  192189    
bqp500-1      4   16  5   -115717   304.58  188091    
bqp500-1      4   16  6   -115384   302.70  196369    
bqp500-1      4   16  7   -116228   304.52  190950    
bqp500-1      4   16  8   -115687   304.00  183923    
bqp500-1      4   16  9   -115283   304.76  190440    
bqp500-1      4   16  10  -115352   301.09  190274    
bqp500-1      4   16  11  -115528   310.75  200277    
bqp500-1      4   16  12  -115477   300.56  186896    
bqp500-1      4   16  13  -115651   307.75  192440    
bqp500-1      4   16  14  -115344   300.41  193329    
bqp500-1      4   16  15  -115846   310.68  193344    
bqp500-1      4   16  16  -115868   313.34  194473    
bqp500-1      4   16  17  -116066   304.27  184699    
bqp500-1      4   16  18  -116034   309.44  197472    
bqp500-1      4   16  19  -115654   302.77  189709    
bqp500-1      4   16  20  -115282   310.32  202681    
bqp500-1      4   16  21  -115278   303.63  184112    
bqp500-1      4   16  22  -115462   300.29  187531    
bqp500-1      4   16  23  -116178   312.23  194237    
bqp500-1      4   16  24  -115226   306.69  190921    
bqp500-1      4   16  25  -115818   306.76  184123    
bqp500-1      4   16  26  -115381   306.40  186058    
bqp500-1      4   16  27  -115972   301.57  189589    
bqp500-1      4   16  28  -115463   304.75  188746    
bqp500-1      4   16  29  -115881   310.97  198770    
bqp500-1      4   16  30  -115136   309.49  193117    
bqp500-1      6   14  1   -115638   308.21  192737    
bqp500-1      6   14  2   -115261   302.73  189434    
bqp500-1      6   14  3   -116074   325.97  197494    
bqp500-1      6   14  4   -116416   319.38  198396    
bqp500-1      6   14  5   -115637   323.24  196898    
bqp500-1      6   14  6   -115888   308.64  198698    
bqp500-1      6   14  7   -115954   311.68  190058    
bqp500-1      6   14  8   -116051   320.52  195268    
bqp500-1      6   14  9   -115546   310.88  196331    
bqp500-1      6   14  10  -115543   306.64  185413    
bqp500-1      6   14  11  -115913   325.14  196341    
bqp500-1      6   14  12  -115676   316.85  199924    
bqp500-1      6   14  13  -115473   326.81  198651    
bqp500-1      6   14  14  -115501   305.18  187768    
bqp500-1      6   14  15  -115902   304.38  186870    
bqp500-1      6   14  16  -115750   302.77  186600    
bqp500-1      6   14  17  -115824   313.61  193583    
bqp500-1      6   14  18  -116038   305.76  194698    
bqp500-1      6   14  19  -115327   311.36  190564    
bqp500-1      6   14  20  -115218   302.24  187362    
bqp500-1      6   14  21  -116472   311.89  188228    
bqp500-1      6   14  22  -115852   326.19  196054    
bqp500-1      6   14  23  -115633   304.36  180307    
bqp500-1      6   14  24  -115888   310.13  192551    
bqp500-1      6   14  25  -115926   317.92  199503    
bqp500-1      6   14  26  -115982   309.66  187024    
bqp500-1      6   14  27  -115499   313.17  203650    
bqp500-1      6   14  28  -115640   329.57  206736    
bqp500-1      6   14  29  -115956   311.02  193298    
bqp500-1      6   14  30  -116256   330.70  206633    
bqp500-1      8   12  1   -116120   321.63  206706    
bqp500-1      8   12  2   -116560   318.24  195342    
bqp500-1      8   12  3   -115812   314.57  191775    
bqp500-1      8   12  4   -115655   300.22  187704    
bqp500-1      8   12  5   -115978   325.70  193373    
bqp500-1      8   12  6   -116360   308.62  199211    
bqp500-1      8   12  7   -115776   305.04  188589    
bqp500-1      8   12  8   -116059   310.93  187776    
bqp500-1      8   12  9   -115934   331.09  205564    
bqp500-1      8   12  10  -116416   304.73  190676    
bqp500-1      8   12  11  -115755   308.06  189678    
bqp500-1      8   12  12  -115667   323.67  208195    
bqp500-1      8   12  13  -115425   328.17  205800    
bqp500-1      8   12  14  -116316   322.68  198980    
bqp500-1      8   12  15  -115626   314.84  198953    
bqp500-1      8   12  16  -116380   329.22  201454    
bqp500-1      8   12  17  -115493   331.92  205946    
bqp500-1      8   12  18  -115543   302.33  195457    
bqp500-1      8   12  19  -115844   300.97  195244    
bqp500-1      8   12  20  -115920   328.63  203813    
bqp500-1      8   12  21  -115542   317.47  191115    
bqp500-1      8   12  22  -116276   321.34  197696    
bqp500-1      8   12  23  -116262   322.74  211683    
bqp500-1      8   12  24  -115972   314.50  192439    
bqp500-1      8   12  25  -115691   321.63  194496    
bqp500-1      8   12  26  -116265   308.80  193912    
bqp500-1      8   12  27  -115339   309.00  195483    
bqp500-1      8   12  28  -115934   304.12  187837    
bqp500-1      8   12  29  -116052   303.35  187460    
bqp500-1      8   12  30  -115844   315.12  200144    
bqp500-1      10  10  1   -115859   334.38  212773    
bqp500-1      10  10  2   -116090   319.07  198674    
bqp500-1      10  10  3   -115816   307.08  189148    
bqp500-1      10  10  4   -115983   302.97  188397    
bqp500-1      10  10  5   -115904   301.76  187831    
bqp500-1      10  10  6   -116474   311.21  200327    
bqp500-1      10  10  7   -115733   320.13  216683    
bqp500-1      10  10  8   -115519   327.60  230508    
bqp500-1      10  10  9   -115840   313.07  202403    
bqp500-1      10  10  10  -115844   312.51  213930    
bqp500-1      10  10  11  -116261   302.09  202234    
bqp500-1      10  10  12  -115661   327.86  234751    
bqp500-1      10  10  13  -115969   305.41  210224    
bqp500-1      10  10  14  -115661   307.17  207123    
bqp500-1      10  10  15  -116050   304.91  207354    
bqp500-1      10  10  16  -115946   309.46  210874    
bqp500-1      10  10  17  -115375   310.02  214813    
bqp500-1      10  10  18  -115387   326.57  222335    
bqp500-1      10  10  19  -115712   315.84  213551    
bqp500-1      10  10  20  -116160   318.35  218436    
bqp500-1      10  10  21  -116322   323.40  220793    
bqp500-1      10  10  22  -115636   324.52  222130    
bqp500-1      10  10  23  -115751   316.42  210877    
bqp500-1      10  10  24  -116000   330.62  230282    
bqp500-1      10  10  25  -116329   310.33  213219    
bqp500-1      10  10  26  -116098   323.51  228972    
bqp500-1      10  10  27  -115537   312.43  215411    
bqp500-1      10  10  28  -115277   324.64  225004    
bqp500-1      10  10  29  -116201   309.39  207755    
bqp500-1      10  10  30  -115290   312.47  212362    
bqp500-1      12  8   1   -115648   313.06  212159    
bqp500-1      12  8   2   -116052   300.90  206522    
bqp500-1      12  8   3   -115718   317.80  221256    
bqp500-1      12  8   4   -115898   307.17  206539    
bqp500-1      12  8   5   -115660   303.89  214591    
bqp500-1      12  8   6   -115775   332.51  233334    
bqp500-1      12  8   7   -115970   308.23  214364    
bqp500-1      12  8   8   -115756   318.96  212108    
bqp500-1      12  8   9   -116342   324.59  223185    
bqp500-1      12  8   10  -115697   314.96  210818    
bqp500-1      12  8   11  -115878   320.73  224368    
bqp500-1      12  8   12  -116109   321.18  223598    
bqp500-1      12  8   13  -115980   329.20  220690    
bqp500-1      12  8   14  -115558   301.02  200602    
bqp500-1      12  8   15  -116586   317.28  215166    
bqp500-1      12  8   16  -116008   303.17  195940    
bqp500-1      12  8   17  -116152   335.80  229967    
bqp500-1      12  8   18  -115838   329.93  222368    
bqp500-1      12  8   19  -115833   323.19  219903    
bqp500-1      12  8   20  -116082   336.10  238134    
bqp500-1      12  8   21  -115741   319.77  214802    
bqp500-1      12  8   22  -116344   304.97  211197    
bqp500-1      12  8   23  -115697   321.31  222109    
bqp500-1      12  8   24  -115976   300.72  211608    
bqp500-1      12  8   25  -115833   307.70  211752    
bqp500-1      12  8   26  -115579   327.47  227704    
bqp500-1      12  8   27  -115970   320.50  233228    
bqp500-1      12  8   28  -115736   310.43  216167    
bqp500-1      12  8   29  -115896   308.29  201109    
bqp500-1      12  8   30  -115521   301.29  198470    
bqp500-1      14  6   1   -115817   316.84  224767    
bqp500-1      14  6   2   -115594   307.31  212011    
bqp500-1      14  6   3   -115803   313.95  219530    
bqp500-1      14  6   4   -115871   302.87  206354    
bqp500-1      14  6   5   -116262   321.83  227325    
bqp500-1      14  6   6   -115984   340.07  241771    
bqp500-1      14  6   7   -116398   312.05  219216    
bqp500-1      14  6   8   -115525   308.79  215437    
bqp500-1      14  6   9   -115640   321.25  223130    
bqp500-1      14  6   10  -116446   329.08  226842    
bqp500-1      14  6   11  -116222   323.59  214118    
bqp500-1      14  6   12  -116066   317.11  218318    
bqp500-1      14  6   13  -115480   314.06  199915    
bqp500-1      14  6   14  -115979   302.56  207128    
bqp500-1      14  6   15  -115572   301.78  207642    
bqp500-1      14  6   16  -115901   316.14  211765    
bqp500-1      14  6   17  -115595   310.49  206388    
bqp500-1      14  6   18  -115757   310.71  211372    
bqp500-1      14  6   19  -115783   307.05  202733    
bqp500-1      14  6   20  -115806   300.42  208072    
bqp500-1      14  6   21  -116269   304.64  198306    
bqp500-1      14  6   22  -115507   321.08  226323    
bqp500-1      14  6   23  -115425   310.37  212617    
bqp500-1      14  6   24  -116354   334.07  233265    
bqp500-1      14  6   25  -115919   318.25  209993    
bqp500-1      14  6   26  -115738   311.84  220494    
bqp500-1      14  6   27  -116024   324.56  213216    
bqp500-1      14  6   28  -116026   321.95  219388    
bqp500-1      14  6   29  -115868   301.23  214544    
bqp500-1      14  6   30  -115416   311.11  217777    
bqp500-1      16  4   1   -115823   318.02  217811    
bqp500-1      16  4   2   -116134   305.25  216036    
bqp500-1      16  4   3   -115991   313.50  216036    
bqp500-1      16  4   4   -115698   307.51  207528    
bqp500-1      16  4   5   -116100   308.90  202435    
bqp500-1      16  4   6   -115783   303.15  209945    
bqp500-1      16  4   7   -116262   318.28  205578    
bqp500-1      16  4   8   -116586   308.24  195293    
bqp500-1      16  4   9   -115824   302.17  194434    
bqp500-1      16  4   10  -115689   307.96  206370    
bqp500-1      16  4   11  -115964   302.24  204916    
bqp500-1      16  4   12  -116035   256.78  333994    
bqp500-1      16  4   13  -116220   162.97  312798    
bqp500-1      16  4   14  -115928   179.91  291046    
bqp500-1      16  4   15  -116036   133.22  248477    
bqp500-1      16  4   16  -115975   148.51  292310    
bqp500-1      16  4   17  -116262   153.58  293298    
bqp500-1      16  4   18  -116203   169.25  342074    
bqp500-1      16  4   19  -115500   141.02  267895    
bqp500-1      16  4   20  -115492   162.66  311099    
bqp500-1      16  4   21  -115966   194.86  338727    
bqp500-1      16  4   22  -116482   203.98  359139    
bqp500-1      16  4   23  -116058   228.27  350691    
bqp500-1      16  4   24  -115784   170.00  300874    
bqp500-1      16  4   25  -115800   148.69  239772    
bqp500-1      16  4   26  -115675   193.33  335948    
bqp500-1      16  4   27  -116446   191.25  313412    
bqp500-1      16  4   28  -115889   172.92  288896    
bqp500-1      16  4   29  -115893   155.53  266608    
bqp500-1      16  4   30  -115705   158.22  260247    
bqp500-1      18  2   1   -116342   105.35  168839    
bqp500-1      18  2   2   -115563   81.49   125353    
bqp500-1      18  2   3   -115816   133.91  182753    
bqp500-1      18  2   4   -115698   104.25  156705    
bqp500-1      18  2   5   -115356   126.06  191125    
bqp500-1      18  2   6   -116250   131.03  210943    
bqp500-1      18  2   7   -116237   172.59  262818    
bqp500-1      18  2   8   -115866   92.41   145008    
bqp500-1      18  2   9   -116158   124.34  194361    
bqp500-1      18  2   10  -116274   104.05  129672    
bqp500-1      18  2   11  -116150   83.50   131788    
bqp500-1      18  2   12  -115675   107.23  149501    
bqp500-1      18  2   13  -115824   112.72  181670    
bqp500-1      18  2   14  -115645   174.55  177572    
bqp500-1      18  2   15  -115515   98.65   165400    
bqp500-1      18  2   16  -116041   132.25  160976    
bqp500-1      18  2   17  -116332   144.90  129538    
bqp500-1      18  2   18  -116344   206.71  189664    
bqp500-1      18  2   19  -115983   146.32  150379    
bqp500-1      18  2   20  -116029   208.66  166230    
bqp500-1      18  2   21  -115823   171.08  154180    
bqp500-1      18  2   22  -115940   119.81  142379    
bqp500-1      18  2   23  -116059   215.15  201311    
bqp500-1      18  2   24  -115235   101.29  114431    
bqp500-1      18  2   25  -115704   144.85  152795    
bqp500-1      18  2   26  -115541   158.90  213353    
bqp500-1      18  2   27  -115732   170.31  151076    
bqp500-1      18  2   28  -116586   130.80  181426    
bqp500-1      18  2   29  -115966   144.94  163802    
bqp500-1      18  2   30  -115967   142.81  150261    
